author,top_emotions,top_emotions_pct,strong_emotions,moderate_emotions,weak_emotions,top_emotions_labeled
azavii,"[""curiosity"", ""disapproval"", ""approval""]","[23.08, 23.08, 19.23]",[],[],"[""curiosity"", ""disapproval"", ""approval""]","[""curiosity (debole: 23.08%)"", ""disapproval (debole: 23.08%)"", ""approval (debole: 19.23%)""]"
b3g8fk3,"[""confusion"", ""curiosity"", ""approval""]","[45.45, 31.82, 18.18]",[],"[""confusion"", ""curiosity""]","[""approval""]","[""confusion (moderata: 45.45%)"", ""curiosity (moderata: 31.82%)"", ""approval (debole: 18.18%)""]"
bIackhoIe,"[""approval"", ""admiration"", ""curiosity""]","[36.0, 24.0, 20.0]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 36.00%)"", ""admiration (debole: 24.00%)"", ""curiosity (debole: 20.00%)""]"
babalu32,"[""curiosity"", ""realization"", ""annoyance""]","[40.0, 24.0, 16.0]",[],"[""curiosity""]","[""realization"", ""annoyance""]","[""curiosity (moderata: 40.00%)"", ""realization (debole: 24.00%)"", ""annoyance (debole: 16.00%)""]"
bakabrent,"[""disapproval"", ""annoyance"", ""curiosity""]","[37.5, 29.17, 16.67]",[],"[""disapproval"", ""annoyance""]","[""curiosity""]","[""disapproval (moderata: 37.50%)"", ""annoyance (moderata: 29.17%)"", ""curiosity (debole: 16.67%)""]"
barbellbunnyj,"[""gratitude"", ""approval"", ""admiration""]","[34.48, 31.03, 17.24]",[],"[""gratitude"", ""approval""]","[""admiration""]","[""gratitude (moderata: 34.48%)"", ""approval (moderata: 31.03%)"", ""admiration (debole: 17.24%)""]"
batteredalmond,"[""approval"", ""admiration"", ""confusion""]","[44.0, 24.0, 24.0]",[],"[""approval""]","[""admiration"", ""confusion""]","[""approval (moderata: 44.00%)"", ""admiration (debole: 24.00%)"", ""confusion (debole: 24.00%)""]"
bdsmthrowthrowthrow,"[""gratitude"", ""amusement"", ""disgust""]","[43.33, 30.0, 23.33]",[],"[""gratitude"", ""amusement""]","[""disgust""]","[""gratitude (moderata: 43.33%)"", ""amusement (moderata: 30.00%)"", ""disgust (debole: 23.33%)""]"
beastgp,"[""admiration"", ""approval"", ""gratitude""]","[53.57, 21.43, 17.86]","[""admiration""]",[],"[""approval"", ""gratitude""]","[""admiration (forte: 53.57%)"", ""approval (debole: 21.43%)"", ""gratitude (debole: 17.86%)""]"
behen-ji,"[""annoyance"", ""approval"", ""anger""]","[29.63, 18.52, 11.11]",[],"[""annoyance""]","[""approval"", ""anger""]","[""annoyance (moderata: 29.63%)"", ""approval (debole: 18.52%)"", ""anger (debole: 11.11%)""]"
belgianpancakes,"[""gratitude"", ""admiration"", ""curiosity""]","[28.57, 23.81, 19.05]",[],"[""gratitude""]","[""admiration"", ""curiosity""]","[""gratitude (moderata: 28.57%)"", ""admiration (debole: 23.81%)"", ""curiosity (debole: 19.05%)""]"
beloiseau,"[""admiration"", ""approval"", ""love""]","[34.78, 21.74, 17.39]",[],"[""admiration""]","[""approval"", ""love""]","[""admiration (moderata: 34.78%)"", ""approval (debole: 21.74%)"", ""love (debole: 17.39%)""]"
bendtowardsthesun,"[""approval"", ""love"", ""disgust""]","[34.62, 34.62, 23.08]",[],"[""approval"", ""love""]","[""disgust""]","[""approval (moderata: 34.62%)"", ""love (moderata: 34.62%)"", ""disgust (debole: 23.08%)""]"
benevolentcannibal,"[""approval"", ""annoyance"", ""admiration""]","[38.1, 23.81, 19.05]",[],"[""approval""]","[""annoyance"", ""admiration""]","[""approval (moderata: 38.10%)"", ""annoyance (debole: 23.81%)"", ""admiration (debole: 19.05%)""]"
benjamoo,"[""disapproval"", ""approval"", ""realization""]","[32.0, 20.0, 20.0]",[],"[""disapproval""]","[""approval"", ""realization""]","[""disapproval (moderata: 32.00%)"", ""approval (debole: 20.00%)"", ""realization (debole: 20.00%)""]"
bertweaze,"[""annoyance"", ""curiosity"", ""approval""]","[30.0, 30.0, 20.0]",[],"[""annoyance"", ""curiosity""]","[""approval""]","[""annoyance (moderata: 30.00%)"", ""curiosity (moderata: 30.00%)"", ""approval (debole: 20.00%)""]"
bes753,"[""curiosity"", ""approval"", ""admiration""]","[32.0, 32.0, 24.0]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 32.00%)"", ""approval (moderata: 32.00%)"", ""admiration (debole: 24.00%)""]"
betabux,"[""approval"", ""disapproval"", ""confusion""]","[24.0, 20.0, 16.0]",[],[],"[""approval"", ""disapproval"", ""confusion""]","[""approval (debole: 24.00%)"", ""disapproval (debole: 20.00%)"", ""confusion (debole: 16.00%)""]"
betterwaystodie813,"[""approval"", ""admiration"", ""curiosity""]","[29.63, 18.52, 18.52]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 29.63%)"", ""admiration (debole: 18.52%)"", ""curiosity (debole: 18.52%)""]"
beyond-antares,"[""admiration"", ""approval"", ""disgust""]","[33.33, 25.93, 22.22]",[],"[""admiration"", ""approval""]","[""disgust""]","[""admiration (moderata: 33.33%)"", ""approval (moderata: 25.93%)"", ""disgust (debole: 22.22%)""]"
bigboxtown,"[""approval"", ""disapproval"", ""joy""]","[29.17, 25.0, 20.83]",[],"[""approval"", ""disapproval""]","[""joy""]","[""approval (moderata: 29.17%)"", ""disapproval (moderata: 25.00%)"", ""joy (debole: 20.83%)""]"
biocuriousgeorgie,"[""approval"", ""annoyance"", ""caring""]","[28.57, 17.86, 17.86]",[],"[""approval""]","[""annoyance"", ""caring""]","[""approval (moderata: 28.57%)"", ""annoyance (debole: 17.86%)"", ""caring (debole: 17.86%)""]"
bitchassshortie,"[""approval"", ""admiration"", ""gratitude""]","[37.04, 33.33, 14.81]",[],"[""approval"", ""admiration""]","[""gratitude""]","[""approval (moderata: 37.04%)"", ""admiration (moderata: 33.33%)"", ""gratitude (debole: 14.81%)""]"
bjilly,"[""approval"", ""curiosity"", ""desire""]","[28.0, 20.0, 12.0]",[],"[""approval""]","[""curiosity"", ""desire""]","[""approval (moderata: 28.00%)"", ""curiosity (debole: 20.00%)"", ""desire (debole: 12.00%)""]"
blakkasaurus,"[""disapproval"", ""love"", ""curiosity""]","[28.57, 21.43, 17.86]",[],"[""disapproval""]","[""love"", ""curiosity""]","[""disapproval (moderata: 28.57%)"", ""love (debole: 21.43%)"", ""curiosity (debole: 17.86%)""]"
blancomeow,"[""admiration"", ""approval"", ""annoyance""]","[34.48, 27.59, 13.79]",[],"[""admiration"", ""approval""]","[""annoyance""]","[""admiration (moderata: 34.48%)"", ""approval (moderata: 27.59%)"", ""annoyance (debole: 13.79%)""]"
blank_zilla,"[""curiosity"", ""sadness"", ""disapproval""]","[31.82, 18.18, 18.18]",[],"[""curiosity""]","[""sadness"", ""disapproval""]","[""curiosity (moderata: 31.82%)"", ""sadness (debole: 18.18%)"", ""disapproval (debole: 18.18%)""]"
blinfy,"[""disgust"", ""curiosity"", ""annoyance""]","[27.59, 24.14, 24.14]",[],"[""disgust""]","[""curiosity"", ""annoyance""]","[""disgust (moderata: 27.59%)"", ""curiosity (debole: 24.14%)"", ""annoyance (debole: 24.14%)""]"
blushdot,"[""disgust"", ""approval"", ""annoyance""]","[46.43, 28.57, 25.0]",[],"[""disgust"", ""approval"", ""annoyance""]",[],"[""disgust (moderata: 46.43%)"", ""approval (moderata: 28.57%)"", ""annoyance (moderata: 25.00%)""]"
bnzss,"[""approval"", ""curiosity"", ""disapproval""]","[36.0, 20.0, 20.0]",[],"[""approval""]","[""curiosity"", ""disapproval""]","[""approval (moderata: 36.00%)"", ""curiosity (debole: 20.00%)"", ""disapproval (debole: 20.00%)""]"
bonkrood,"[""approval"", ""annoyance"", ""anger""]","[32.0, 24.0, 20.0]",[],"[""approval""]","[""annoyance"", ""anger""]","[""approval (moderata: 32.00%)"", ""annoyance (debole: 24.00%)"", ""anger (debole: 20.00%)""]"
boombotser,"[""curiosity"", ""confusion"", ""gratitude""]","[37.5, 25.0, 16.67]",[],"[""curiosity"", ""confusion""]","[""gratitude""]","[""curiosity (moderata: 37.50%)"", ""confusion (moderata: 25.00%)"", ""gratitude (debole: 16.67%)""]"
boyyyiee,"[""approval"", ""disgust"", ""annoyance""]","[25.93, 22.22, 18.52]",[],"[""approval""]","[""disgust"", ""annoyance""]","[""approval (moderata: 25.93%)"", ""disgust (debole: 22.22%)"", ""annoyance (debole: 18.52%)""]"
brett_tennyson,"[""disapproval"", ""love"", ""approval""]","[23.08, 19.23, 15.38]",[],[],"[""disapproval"", ""love"", ""approval""]","[""disapproval (debole: 23.08%)"", ""love (debole: 19.23%)"", ""approval (debole: 15.38%)""]"
britboy3456,"[""curiosity"", ""approval"", ""annoyance""]","[34.62, 23.08, 15.38]",[],"[""curiosity""]","[""approval"", ""annoyance""]","[""curiosity (moderata: 34.62%)"", ""approval (debole: 23.08%)"", ""annoyance (debole: 15.38%)""]"
brown_business,"[""approval"", ""annoyance"", ""curiosity""]","[33.33, 19.05, 14.29]",[],"[""approval""]","[""annoyance"", ""curiosity""]","[""approval (moderata: 33.33%)"", ""annoyance (debole: 19.05%)"", ""curiosity (debole: 14.29%)""]"
buckarina,"[""disgust"", ""approval"", ""love""]","[51.72, 27.59, 27.59]","[""disgust""]","[""approval"", ""love""]",[],"[""disgust (forte: 51.72%)"", ""approval (moderata: 27.59%)"", ""love (moderata: 27.59%)""]"
buffalochickenwings,"[""disgust"", ""annoyance"", ""disapproval""]","[37.04, 33.33, 22.22]",[],"[""disgust"", ""annoyance""]","[""disapproval""]","[""disgust (moderata: 37.04%)"", ""annoyance (moderata: 33.33%)"", ""disapproval (debole: 22.22%)""]"
bwicesoldier,"[""confusion"", ""curiosity"", ""approval""]","[26.09, 21.74, 21.74]",[],"[""confusion""]","[""curiosity"", ""approval""]","[""confusion (moderata: 26.09%)"", ""curiosity (debole: 21.74%)"", ""approval (debole: 21.74%)""]"
byukid_,"[""approval"", ""disappointment"", ""annoyance""]","[26.09, 21.74, 17.39]",[],"[""approval""]","[""disappointment"", ""annoyance""]","[""approval (moderata: 26.09%)"", ""disappointment (debole: 21.74%)"", ""annoyance (debole: 17.39%)""]"
castorie,"[""love"", ""caring"", ""approval""]","[27.59, 27.59, 24.14]",[],"[""love"", ""caring""]","[""approval""]","[""love (moderata: 27.59%)"", ""caring (moderata: 27.59%)"", ""approval (debole: 24.14%)""]"
caysha,"[""caring"", ""approval"", ""annoyance""]","[37.5, 25.0, 25.0]",[],"[""caring"", ""approval"", ""annoyance""]",[],"[""caring (moderata: 37.50%)"", ""approval (moderata: 25.00%)"", ""annoyance (moderata: 25.00%)""]"
ce5b,"[""approval"", ""disgust"", ""disapproval""]","[31.58, 31.58, 15.79]",[],"[""approval"", ""disgust""]","[""disapproval""]","[""approval (moderata: 31.58%)"", ""disgust (moderata: 31.58%)"", ""disapproval (debole: 15.79%)""]"
ceader,"[""annoyance"", ""curiosity"", ""approval""]","[28.0, 20.0, 20.0]",[],"[""annoyance""]","[""curiosity"", ""approval""]","[""annoyance (moderata: 28.00%)"", ""curiosity (debole: 20.00%)"", ""approval (debole: 20.00%)""]"
cenease,"[""approval"", ""annoyance"", ""amusement""]","[28.0, 20.0, 16.0]",[],"[""approval""]","[""annoyance"", ""amusement""]","[""approval (moderata: 28.00%)"", ""annoyance (debole: 20.00%)"", ""amusement (debole: 16.00%)""]"
central_deficiency,"[""approval"", ""disgust"", ""realization""]","[44.44, 33.33, 25.93]",[],"[""approval"", ""disgust"", ""realization""]",[],"[""approval (moderata: 44.44%)"", ""disgust (moderata: 33.33%)"", ""realization (moderata: 25.93%)""]"
ch0whound,"[""admiration"", ""love"", ""optimism""]","[24.0, 20.0, 16.0]",[],[],"[""admiration"", ""love"", ""optimism""]","[""admiration (debole: 24.00%)"", ""love (debole: 20.00%)"", ""optimism (debole: 16.00%)""]"
chakke_ooch,"[""disgust"", ""approval"", ""amusement""]","[37.04, 33.33, 33.33]",[],"[""disgust"", ""approval"", ""amusement""]",[],"[""disgust (moderata: 37.04%)"", ""approval (moderata: 33.33%)"", ""amusement (moderata: 33.33%)""]"
chancehappeneth,"[""disgust"", ""realization"", ""love""]","[37.5, 29.17, 16.67]",[],"[""disgust"", ""realization""]","[""love""]","[""disgust (moderata: 37.50%)"", ""realization (moderata: 29.17%)"", ""love (debole: 16.67%)""]"
chantingpolynesian,"[""curiosity"", ""approval"", ""admiration""]","[40.74, 22.22, 14.81]",[],"[""curiosity""]","[""approval"", ""admiration""]","[""curiosity (moderata: 40.74%)"", ""approval (debole: 22.22%)"", ""admiration (debole: 14.81%)""]"
chaos2501,"[""curiosity"", ""annoyance"", ""disapproval""]","[30.43, 26.09, 26.09]",[],"[""curiosity"", ""annoyance"", ""disapproval""]",[],"[""curiosity (moderata: 30.43%)"", ""annoyance (moderata: 26.09%)"", ""disapproval (moderata: 26.09%)""]"
chaosking121,"[""approval"", ""disapproval"", ""disgust""]","[33.33, 33.33, 25.0]",[],"[""approval"", ""disapproval"", ""disgust""]",[],"[""approval (moderata: 33.33%)"", ""disapproval (moderata: 33.33%)"", ""disgust (moderata: 25.00%)""]"
chewingmygum,"[""curiosity"", ""amusement"", ""approval""]","[40.74, 25.93, 14.81]",[],"[""curiosity"", ""amusement""]","[""approval""]","[""curiosity (moderata: 40.74%)"", ""amusement (moderata: 25.93%)"", ""approval (debole: 14.81%)""]"
chinookk,"[""admiration"", ""annoyance"", ""approval""]","[26.92, 23.08, 11.54]",[],"[""admiration""]","[""annoyance"", ""approval""]","[""admiration (moderata: 26.92%)"", ""annoyance (debole: 23.08%)"", ""approval (debole: 11.54%)""]"
chocolaterainbows,"[""approval"", ""disappointment"", ""caring""]","[23.08, 23.08, 19.23]",[],[],"[""approval"", ""disappointment"", ""caring""]","[""approval (debole: 23.08%)"", ""disappointment (debole: 23.08%)"", ""caring (debole: 19.23%)""]"
chopperhead2011,"[""annoyance"", ""disapproval"", ""curiosity""]","[37.04, 25.93, 22.22]",[],"[""annoyance"", ""disapproval""]","[""curiosity""]","[""annoyance (moderata: 37.04%)"", ""disapproval (moderata: 25.93%)"", ""curiosity (debole: 22.22%)""]"
christianlikeswhite,"[""curiosity"", ""approval"", ""admiration""]","[26.92, 26.92, 23.08]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 26.92%)"", ""approval (moderata: 26.92%)"", ""admiration (debole: 23.08%)""]"
christinaf25,"[""admiration"", ""approval"", ""annoyance""]","[22.22, 22.22, 18.52]",[],[],"[""admiration"", ""approval"", ""annoyance""]","[""admiration (debole: 22.22%)"", ""approval (debole: 22.22%)"", ""annoyance (debole: 18.52%)""]"
chubirubi,"[""disgust"", ""approval"", ""realization""]","[30.77, 23.08, 23.08]",[],"[""disgust""]","[""approval"", ""realization""]","[""disgust (moderata: 30.77%)"", ""approval (debole: 23.08%)"", ""realization (debole: 23.08%)""]"
cielestial,"[""curiosity"", ""annoyance"", ""optimism""]","[25.0, 20.83, 20.83]",[],"[""curiosity""]","[""annoyance"", ""optimism""]","[""curiosity (moderata: 25.00%)"", ""annoyance (debole: 20.83%)"", ""optimism (debole: 20.83%)""]"
citadelspace,"[""curiosity"", ""disapproval"", ""confusion""]","[18.52, 18.52, 14.81]",[],[],"[""curiosity"", ""disapproval"", ""confusion""]","[""curiosity (debole: 18.52%)"", ""disapproval (debole: 18.52%)"", ""confusion (debole: 14.81%)""]"
classicalmusicfan,"[""curiosity"", ""disgust"", ""approval""]","[21.74, 17.39, 13.04]",[],[],"[""curiosity"", ""disgust"", ""approval""]","[""curiosity (debole: 21.74%)"", ""disgust (debole: 17.39%)"", ""approval (debole: 13.04%)""]"
classykindasassy,"[""annoyance"", ""caring"", ""curiosity""]","[23.08, 19.23, 19.23]",[],[],"[""annoyance"", ""caring"", ""curiosity""]","[""annoyance (debole: 23.08%)"", ""caring (debole: 19.23%)"", ""curiosity (debole: 19.23%)""]"
clouded0coffee,"[""gratitude"", ""amusement"", ""admiration""]","[39.29, 28.57, 21.43]",[],"[""gratitude"", ""amusement""]","[""admiration""]","[""gratitude (moderata: 39.29%)"", ""amusement (moderata: 28.57%)"", ""admiration (debole: 21.43%)""]"
cnst,"[""curiosity"", ""annoyance"", ""anger""]","[29.17, 20.83, 16.67]",[],"[""curiosity""]","[""annoyance"", ""anger""]","[""curiosity (moderata: 29.17%)"", ""annoyance (debole: 20.83%)"", ""anger (debole: 16.67%)""]"
collegemathchef,"[""curiosity"", ""disapproval"", ""love""]","[37.04, 22.22, 18.52]",[],"[""curiosity""]","[""disapproval"", ""love""]","[""curiosity (moderata: 37.04%)"", ""disapproval (debole: 22.22%)"", ""love (debole: 18.52%)""]"
colossalteuthid,"[""approval"", ""annoyance"", ""disapproval""]","[37.04, 25.93, 22.22]",[],"[""approval"", ""annoyance""]","[""disapproval""]","[""approval (moderata: 37.04%)"", ""annoyance (moderata: 25.93%)"", ""disapproval (debole: 22.22%)""]"
communistkiro,"[""approval"", ""annoyance"", ""curiosity""]","[29.63, 18.52, 14.81]",[],"[""approval""]","[""annoyance"", ""curiosity""]","[""approval (moderata: 29.63%)"", ""annoyance (debole: 18.52%)"", ""curiosity (debole: 14.81%)""]"
connaught45,"[""disgust"", ""approval"", ""annoyance""]","[32.14, 28.57, 25.0]",[],"[""disgust"", ""approval"", ""annoyance""]",[],"[""disgust (moderata: 32.14%)"", ""approval (moderata: 28.57%)"", ""annoyance (moderata: 25.00%)""]"
coolmuffin121,"[""approval"", ""curiosity"", ""annoyance""]","[28.0, 28.0, 20.0]",[],"[""approval"", ""curiosity""]","[""annoyance""]","[""approval (moderata: 28.00%)"", ""curiosity (moderata: 28.00%)"", ""annoyance (debole: 20.00%)""]"
copper1106,"[""approval"", ""admiration"", ""curiosity""]","[36.36, 18.18, 18.18]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 36.36%)"", ""admiration (debole: 18.18%)"", ""curiosity (debole: 18.18%)""]"
crom-dubh,"[""approval"", ""admiration"", ""annoyance""]","[39.29, 28.57, 21.43]",[],"[""approval"", ""admiration""]","[""annoyance""]","[""approval (moderata: 39.29%)"", ""admiration (moderata: 28.57%)"", ""annoyance (debole: 21.43%)""]"
crustycroutons,"[""approval"", ""admiration"", ""love""]","[44.0, 28.0, 20.0]",[],"[""approval"", ""admiration""]","[""love""]","[""approval (moderata: 44.00%)"", ""admiration (moderata: 28.00%)"", ""love (debole: 20.00%)""]"
cryoK,"[""approval"", ""curiosity"", ""amusement""]","[40.0, 36.0, 16.0]",[],"[""approval"", ""curiosity""]","[""amusement""]","[""approval (moderata: 40.00%)"", ""curiosity (moderata: 36.00%)"", ""amusement (debole: 16.00%)""]"
cryphus,"[""admiration"", ""disgust"", ""annoyance""]","[30.43, 21.74, 17.39]",[],"[""admiration""]","[""disgust"", ""annoyance""]","[""admiration (moderata: 30.43%)"", ""disgust (debole: 21.74%)"", ""annoyance (debole: 17.39%)""]"
cupcakeraynebowjones,"[""approval"", ""disapproval"", ""caring""]","[56.52, 21.74, 17.39]","[""approval""]",[],"[""disapproval"", ""caring""]","[""approval (forte: 56.52%)"", ""disapproval (debole: 21.74%)"", ""caring (debole: 17.39%)""]"
curryhalls,"[""approval"", ""curiosity"", ""annoyance""]","[18.52, 18.52, 14.81]",[],[],"[""approval"", ""curiosity"", ""annoyance""]","[""approval (debole: 18.52%)"", ""curiosity (debole: 18.52%)"", ""annoyance (debole: 14.81%)""]"
cyanisis,"[""admiration"", ""approval"", ""annoyance""]","[33.33, 25.0, 12.5]",[],"[""admiration"", ""approval""]","[""annoyance""]","[""admiration (moderata: 33.33%)"", ""approval (moderata: 25.00%)"", ""annoyance (debole: 12.50%)""]"
cydneywithac,"[""disappointment"", ""annoyance"", ""realization""]","[24.0, 20.0, 16.0]",[],[],"[""disappointment"", ""annoyance"", ""realization""]","[""disappointment (debole: 24.00%)"", ""annoyance (debole: 20.00%)"", ""realization (debole: 16.00%)""]"
cypherfied,"[""approval"", ""disgust"", ""admiration""]","[32.14, 28.57, 25.0]",[],"[""approval"", ""disgust"", ""admiration""]",[],"[""approval (moderata: 32.14%)"", ""disgust (moderata: 28.57%)"", ""admiration (moderata: 25.00%)""]"
d4m1t,"[""gratitude"", ""admiration"", ""amusement""]","[45.83, 37.5, 16.67]",[],"[""gratitude"", ""admiration""]","[""amusement""]","[""gratitude (moderata: 45.83%)"", ""admiration (moderata: 37.50%)"", ""amusement (debole: 16.67%)""]"
daelyte,"[""disgust"", ""approval"", ""disapproval""]","[30.43, 17.39, 17.39]",[],"[""disgust""]","[""approval"", ""disapproval""]","[""disgust (moderata: 30.43%)"", ""approval (debole: 17.39%)"", ""disapproval (debole: 17.39%)""]"
dank4tao,"[""admiration"", ""approval"", ""disgust""]","[23.08, 23.08, 19.23]",[],[],"[""admiration"", ""approval"", ""disgust""]","[""admiration (debole: 23.08%)"", ""approval (debole: 23.08%)"", ""disgust (debole: 19.23%)""]"
dankthewank,"[""admiration"", ""amusement"", ""annoyance""]","[25.0, 21.43, 17.86]",[],"[""admiration""]","[""amusement"", ""annoyance""]","[""admiration (moderata: 25.00%)"", ""amusement (debole: 21.43%)"", ""annoyance (debole: 17.86%)""]"
dante76,"[""approval"", ""curiosity"", ""confusion""]","[31.82, 22.73, 18.18]",[],"[""approval""]","[""curiosity"", ""confusion""]","[""approval (moderata: 31.82%)"", ""curiosity (debole: 22.73%)"", ""confusion (debole: 18.18%)""]"
darkbrownvoice,"[""admiration"", ""gratitude"", ""curiosity""]","[40.0, 30.0, 16.67]",[],"[""admiration"", ""gratitude""]","[""curiosity""]","[""admiration (moderata: 40.00%)"", ""gratitude (moderata: 30.00%)"", ""curiosity (debole: 16.67%)""]"
darktryad,"[""annoyance"", ""disapproval"", ""approval""]","[30.77, 26.92, 23.08]",[],"[""annoyance"", ""disapproval""]","[""approval""]","[""annoyance (moderata: 30.77%)"", ""disapproval (moderata: 26.92%)"", ""approval (debole: 23.08%)""]"
dashing-rainbows,"[""disapproval"", ""approval"", ""annoyance""]","[30.77, 26.92, 23.08]",[],"[""disapproval"", ""approval""]","[""annoyance""]","[""disapproval (moderata: 30.77%)"", ""approval (moderata: 26.92%)"", ""annoyance (debole: 23.08%)""]"
dbabbitt,"[""curiosity"", ""disapproval"", ""disgust""]","[22.22, 22.22, 18.52]",[],[],"[""curiosity"", ""disapproval"", ""disgust""]","[""curiosity (debole: 22.22%)"", ""disapproval (debole: 22.22%)"", ""disgust (debole: 18.52%)""]"
dc_1984,"[""approval"", ""disgust"", ""confusion""]","[30.43, 21.74, 21.74]",[],"[""approval""]","[""disgust"", ""confusion""]","[""approval (moderata: 30.43%)"", ""disgust (debole: 21.74%)"", ""confusion (debole: 21.74%)""]"
defacto77,"[""disapproval"", ""approval"", ""admiration""]","[30.77, 26.92, 19.23]",[],"[""disapproval"", ""approval""]","[""admiration""]","[""disapproval (moderata: 30.77%)"", ""approval (moderata: 26.92%)"", ""admiration (debole: 19.23%)""]"
demoran,"[""curiosity"", ""approval"", ""admiration""]","[32.14, 28.57, 17.86]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 32.14%)"", ""approval (moderata: 28.57%)"", ""admiration (debole: 17.86%)""]"
depressednymetsfan,"[""caring"", ""approval"", ""disgust""]","[27.27, 27.27, 22.73]",[],"[""caring"", ""approval""]","[""disgust""]","[""caring (moderata: 27.27%)"", ""approval (moderata: 27.27%)"", ""disgust (debole: 22.73%)""]"
desbest,"[""curiosity"", ""approval"", ""disapproval""]","[38.1, 28.57, 19.05]",[],"[""curiosity"", ""approval""]","[""disapproval""]","[""curiosity (moderata: 38.10%)"", ""approval (moderata: 28.57%)"", ""disapproval (debole: 19.05%)""]"
desktopinsomniac,"[""approval"", ""admiration"", ""annoyance""]","[24.0, 16.0, 16.0]",[],[],"[""approval"", ""admiration"", ""annoyance""]","[""approval (debole: 24.00%)"", ""admiration (debole: 16.00%)"", ""annoyance (debole: 16.00%)""]"
detsal,"[""disapproval"", ""realization"", ""approval""]","[28.57, 23.81, 23.81]",[],"[""disapproval""]","[""realization"", ""approval""]","[""disapproval (moderata: 28.57%)"", ""realization (debole: 23.81%)"", ""approval (debole: 23.81%)""]"
deviantmoomba,"[""approval"", ""annoyance"", ""disapproval""]","[40.74, 25.93, 18.52]",[],"[""approval"", ""annoyance""]","[""disapproval""]","[""approval (moderata: 40.74%)"", ""annoyance (moderata: 25.93%)"", ""disapproval (debole: 18.52%)""]"
deyesed,"[""approval"", ""annoyance"", ""curiosity""]","[33.33, 22.22, 18.52]",[],"[""approval""]","[""annoyance"", ""curiosity""]","[""approval (moderata: 33.33%)"", ""annoyance (debole: 22.22%)"", ""curiosity (debole: 18.52%)""]"
diamondsprinkles,"[""approval"", ""curiosity"", ""love""]","[22.22, 22.22, 18.52]",[],[],"[""approval"", ""curiosity"", ""love""]","[""approval (debole: 22.22%)"", ""curiosity (debole: 22.22%)"", ""love (debole: 18.52%)""]"
diceroll123,"[""admiration"", ""approval"", ""curiosity""]","[22.22, 18.52, 14.81]",[],[],"[""admiration"", ""approval"", ""curiosity""]","[""admiration (debole: 22.22%)"", ""approval (debole: 18.52%)"", ""curiosity (debole: 14.81%)""]"
diet_dr_kelp,"[""annoyance"", ""approval"", ""caring""]","[29.17, 20.83, 20.83]",[],"[""annoyance""]","[""approval"", ""caring""]","[""annoyance (moderata: 29.17%)"", ""approval (debole: 20.83%)"", ""caring (debole: 20.83%)""]"
digitallama,"[""disgust"", ""relief"", ""love""]","[88.46, 38.46, 26.92]","[""disgust""]","[""relief"", ""love""]",[],"[""disgust (forte: 88.46%)"", ""relief (moderata: 38.46%)"", ""love (moderata: 26.92%)""]"
dimitrym,"[""curiosity"", ""approval"", ""confusion""]","[59.09, 31.82, 18.18]","[""curiosity""]","[""approval""]","[""confusion""]","[""curiosity (forte: 59.09%)"", ""approval (moderata: 31.82%)"", ""confusion (debole: 18.18%)""]"
dingbat21,"[""approval"", ""confusion"", ""curiosity""]","[40.74, 18.52, 18.52]",[],"[""approval""]","[""confusion"", ""curiosity""]","[""approval (moderata: 40.74%)"", ""confusion (debole: 18.52%)"", ""curiosity (debole: 18.52%)""]"
disordercontrolagain,"[""caring"", ""annoyance"", ""disgust""]","[37.04, 22.22, 18.52]",[],"[""caring""]","[""annoyance"", ""disgust""]","[""caring (moderata: 37.04%)"", ""annoyance (debole: 22.22%)"", ""disgust (debole: 18.52%)""]"
djoldman,"[""annoyance"", ""disapproval"", ""approval""]","[30.0, 30.0, 26.67]",[],"[""annoyance"", ""disapproval"", ""approval""]",[],"[""annoyance (moderata: 30.00%)"", ""disapproval (moderata: 30.00%)"", ""approval (moderata: 26.67%)""]"
dndnerd42,"[""admiration"", ""approval"", ""confusion""]","[33.33, 25.0, 25.0]",[],"[""admiration"", ""approval"", ""confusion""]",[],"[""admiration (moderata: 33.33%)"", ""approval (moderata: 25.00%)"", ""confusion (moderata: 25.00%)""]"
doabarrelrolllll,"[""disapproval"", ""approval"", ""annoyance""]","[28.0, 20.0, 20.0]",[],"[""disapproval""]","[""approval"", ""annoyance""]","[""disapproval (moderata: 28.00%)"", ""approval (debole: 20.00%)"", ""annoyance (debole: 20.00%)""]"
docsigmarocks,"[""curiosity"", ""anger"", ""confusion""]","[45.83, 16.67, 16.67]",[],"[""curiosity""]","[""anger"", ""confusion""]","[""curiosity (moderata: 45.83%)"", ""anger (debole: 16.67%)"", ""confusion (debole: 16.67%)""]"
doctorbull,"[""approval"", ""annoyance"", ""disgust""]","[28.0, 24.0, 24.0]",[],"[""approval""]","[""annoyance"", ""disgust""]","[""approval (moderata: 28.00%)"", ""annoyance (debole: 24.00%)"", ""disgust (debole: 24.00%)""]"
